0,130
1,215
2,337
3,419
4,614
5,729
6,835
7,911
8,1062
9,1073
10,1253
11,1427
12,1611
13,1600
14,1888
15,1913
16,2943
17,3105
18,3475
19,3614
20,4362
21,4051
22,3880
23,3258
24,3457
25,3196
26,3172
27,3508
28,3501
29,4683
30,4544
31,3970
32,3646
33,3824
34,4314
35,4538
36,5278
37,5678
38,5076
39,4886
40,5134
41,5825
42,5038
43,5027
44,5848
45,5484
46,6110
47,5461
48,5323
49,6851
50,7946
51,7170
52,6388
53,5829
54,6078
55,6262
56,7343
57,7875
58,10596
59,11317
60,10065
61,10791
62,9295
63,9051
64,11193
65,9724
66,9810
67,9054
68,7965
69,8827
70,8431
71,9497
72,11851
73,9906
74,10608
75,10689
76,10798
77,11965
78,11510
79,9900
80,10620
81,14519
82,11771
83,11014
84,11630
85,11169
86,11138
87,11428
88,13241
89,15094
90,13864
91,13046
92,15305
93,13286
94,12430
95,12073
96,11070
97,12584
98,12181
99,12750
