0,0
1,1
2,1
3,1
4,1
5,1
6,5
7,1
8,2
9,1
10,2
11,0
12,0
13,6
14,6
15,5
16,3
17,4
18,4
19,8
20,3
21,8
22,4
23,5
24,8
25,8
26,9
27,7
28,11
29,8
30,8
31,6
32,10
33,3
34,8
35,9
36,15
37,10
38,10
39,9
40,16
41,12
42,13
43,15
44,11
45,13
46,13
47,13
48,9
49,22
50,19
51,22
52,29
53,13
54,23
55,15
56,13
57,25
58,22
59,12
60,13
61,13
62,15
63,20
64,22
65,19
66,26
67,17
68,17
69,23
70,19
71,22
72,24
73,25
74,33
75,19
76,15
77,24
78,33
79,27
80,34
81,32
82,31
83,30
84,38
85,39
86,26
87,30
88,39
89,39
90,32
91,41
92,35
93,29
94,32
95,29
96,39
97,52
98,40
99,37
