0,132
1,232
2,339
3,886
4,621
5,695
6,739
7,1037
8,1033
9,1163
10,1364
11,1342
12,1806
13,1527
14,1642
15,1900
16,2180
17,2164
18,2342
19,2219
20,2603
21,2349
22,2567
23,3182
24,3329
25,3929
26,2823
27,3252
28,4412
29,3397
30,3855
31,3501
32,3687
33,3867
34,4238
35,5455
36,6040
37,6435
38,4897
39,4811
40,4547
41,5712
42,5493
43,5883
44,6316
45,5346
46,6465
47,5928
48,6165
49,6778
50,7340
51,6188
52,7029
53,6213
54,8192
55,7291
56,7172
57,8025
58,9174
59,9548
60,10359
61,9164
62,10537
63,8377
64,9550
65,9872
66,10720
67,11316
68,8554
69,7868
70,8722
71,9613
72,10844
73,8967
74,8439
75,9879
76,8259
77,7352
78,9419
79,9041
80,9173
81,11194
82,10541
83,8016
84,10862
85,10583
86,9656
87,11207
88,10982
89,10864
90,10252
91,17396
92,16299
93,13205
94,11394
95,11358
96,11255
97,11866
98,12434
99,13146
