0,8
1,8
2,12
3,8
4,7
5,7
6,7
7,7
8,7
9,7
10,6
11,8
12,7
13,15
14,7
15,7
16,7
17,8
18,8
19,7
20,8
21,31
22,25
23,18
24,23
25,20
26,16
27,20
28,15
29,13
30,12
31,16
32,14
33,13
34,12
35,13
36,9
37,13
38,11
39,10
40,12
41,11
42,8
43,9
44,10
45,8
46,11
47,9
48,9
49,9
50,8
51,38
52,28
53,24
54,22
55,20
56,23
57,15
58,15
59,14
60,12
61,16
62,13
63,13
64,12
65,12
66,11
67,13
68,11
69,10
70,14
71,17
72,12
73,12
74,10
75,9
76,11
77,13
78,9
79,9
80,10
81,35
82,35
83,28
84,25
85,20
86,19
87,17
88,21
89,13
90,17
91,15
92,14
93,45
94,32
95,39
96,32
97,27
98,39
99,37
