0,1
1,1
2,4
3,2
4,5
5,10
6,3
7,5
8,8
9,7
10,10
11,11
12,14
13,11
14,14
15,11
16,13
17,11
18,7
19,20
20,14
21,20
22,15
23,18
24,16
25,17
26,14
27,22
28,18
29,21
30,26
31,23
32,15
33,18
34,27
35,19
36,26
37,19
38,23
39,21
40,14
41,17
42,17
43,29
44,20
45,26
46,22
47,10
48,19
49,20
50,20
51,18
52,20
53,17
54,19
55,23
56,27
57,21
58,21
59,30
60,22
61,21
62,24
63,23
64,20
65,18
66,20
67,19
68,15
69,25
70,25
71,29
72,30
73,23
74,14
75,20
76,24
77,18
78,18
79,23
80,12
81,27
82,29
83,18
84,24
85,23
86,21
87,27
88,24
89,15
90,16
91,27
92,16
93,29
94,20
95,27
96,27
97,20
98,21
99,18
