0,0
1,0
2,0
3,0
4,1
5,0
6,0
7,0
8,1
9,1
10,2
11,4
12,1
13,3
14,6
15,2
16,4
17,2
18,4
19,6
20,4
21,6
22,7
23,9
24,6
25,2
26,9
27,27
28,9
29,8
30,19
31,16
32,7
33,4
34,16
35,13
36,19
37,6
38,9
39,8
40,6
41,9
42,13
43,22
44,13
45,19
46,16
47,3
48,7
49,12
50,20
51,10
52,19
53,12
54,14
55,16
56,16
57,17
58,21
59,23
60,19
61,21
62,17
63,22
64,17
65,10
66,11
67,23
68,10
69,35
70,21
71,17
72,23
73,25
74,23
75,21
76,17
77,22
78,15
79,17
80,17
81,8
82,41
83,13
84,27
85,32
86,16
87,16
88,13
89,20
90,13
91,21
92,16
93,30
94,24
95,18
96,33
97,15
98,15
99,19
