0,13
1,20
2,18
3,17
4,16
5,25
6,14
7,29
8,25
9,21
10,21
11,27
12,25
13,20
14,22
15,22
16,22
17,15
18,17
19,26
20,20
21,156
22,68
23,44
24,47
25,41
26,38
27,39
28,44
29,35
30,38
31,45
32,45
33,48
34,38
35,43
36,37
37,35
38,28
39,36
40,33
41,42
42,31
43,36
44,31
45,39
46,29
47,28
48,28
49,27
50,28
51,77
52,69
53,58
54,60
55,53
56,46
57,48
58,46
59,50
60,49
61,40
62,43
63,40
64,45
65,35
66,37
67,29
68,31
69,36
70,31
71,31
72,40
73,37
74,30
75,29
76,30
77,30
78,33
79,29
80,26
81,93
82,77
83,73
84,63
85,58
86,51
87,58
88,58
89,51
90,52
91,55
92,56
93,121
94,93
95,85
96,77
97,68
98,92
99,73
