0,317
1,220
2,72
3,220
4,55
5,70
6,70
7,71
8,70
9,54
10,71
11,71
12,72
13,55
14,72
15,73
16,85
17,87
18,59
19,73
20,81
21,70
22,75
23,54
24,204
25,82
26,81
27,57
28,86
29,77
30,76
31,74
32,55
33,71
34,74
35,84
36,214
37,291
38,72
39,71
40,53
41,119
42,206
43,108
44,83
45,81
46,109
47,61
48,102
49,90
50,90
51,115
52,97
53,238
54,60
55,108
56,84
57,56
58,125
59,98
60,79
61,204
62,80
63,153
64,67
65,158
66,137
67,80
68,140
69,80
70,78
71,85
72,55
73,119
74,79
75,83
76,56
77,74
78,73
79,75
80,78
81,125
82,102
83,75
84,73
85,56
86,70
87,72
88,62
89,107
90,99
91,67
92,110
93,57
94,140
95,80
96,77
97,57
98,121
99,98
