0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,2
20,0
21,0
22,1
23,1
24,2
25,2
26,0
27,0
28,2
29,1
30,2
31,0
32,1
33,0
34,0
35,0
36,1
37,0
38,2
39,1
40,0
41,0
42,2
43,1
44,2
45,6
46,2
47,2
48,1
49,5
50,1
51,6
52,6
53,1
54,4
55,3
56,2
57,8
58,1
59,1
60,0
61,1
62,1
63,4
64,3
65,4
66,6
67,2
68,2
69,6
70,3
71,4
72,4
73,7
74,4
75,4
76,1
77,3
78,8
79,4
80,17
81,6
82,8
83,7
84,11
85,10
86,13
87,9
88,11
89,14
90,14
91,11
92,13
93,10
94,13
95,5
96,10
97,18
98,13
99,12
