0,7
1,7
2,6
3,6
4,6
5,6
6,6
7,6
8,6
9,6
10,6
11,7
12,6
13,6
14,6
15,6
16,7
17,7
18,7
19,7
20,6
21,32
22,13
23,14
24,16
25,16
26,15
27,13
28,137
29,8
30,11
31,8
32,11
33,9
34,9
35,10
36,11
37,10
38,8
39,13
40,7
41,10
42,8
43,10
44,8
45,9
46,12
47,13
48,10
49,10
50,12
51,34
52,20
53,18
54,16
55,14
56,16
57,14
58,17
59,11
60,14
61,11
62,9
63,10
64,11
65,11
66,10
67,12
68,11
69,10
70,13
71,14
72,10
73,11
74,8
75,10
76,11
77,14
78,8
79,9
80,9
81,35
82,27
83,27
84,18
85,16
86,18
87,15
88,14
89,15
90,14
91,16
92,16
93,37
94,27
95,41
96,27
97,24
98,40
99,32
