0,26
1,19
2,19
3,15
4,15
5,14
6,10
7,11
8,12
9,9
10,11
11,11
12,12
13,10
14,12
15,14
16,11
17,12
18,10
19,14
20,12
21,183
22,24
23,19
24,17
25,19
26,15
27,21
28,16
29,18
30,18
31,20
32,16
33,15
34,17
35,15
36,17
37,15
38,15
39,16
40,13
41,16
42,17
43,23
44,16
45,21
46,16
47,14
48,14
49,16
50,15
51,36
52,26
53,21
54,17
55,21
56,17
57,16
58,19
59,23
60,17
61,21
62,18
63,21
64,16
65,15
66,16
67,19
68,15
69,20
70,17
71,20
72,19
73,17
74,13
75,18
76,20
77,14
78,16
79,18
80,13
81,36
82,29
83,21
84,25
85,21
86,19
87,20
88,18
89,16
90,16
91,21
92,17
93,34
94,28
95,47
96,29
97,21
98,35
99,23
