0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,2
18,0
19,0
20,1
21,0
22,1
23,0
24,2
25,0
26,5
27,2
28,0
29,4
30,3
31,0
32,3
33,1
34,2
35,6
36,2
37,2
38,2
39,7
40,2
41,6
42,1
43,1
44,3
45,10
46,6
47,13
48,4
49,0
50,2
51,0
52,1
53,7
54,6
55,1
56,2
57,0
58,3
59,1
60,10
61,1
62,1
63,5
64,12
65,14
66,1
67,5
68,10
69,10
70,4
71,7
72,9
73,10
74,3
75,8
76,7
77,18
78,7
79,16
80,2
81,2
82,1
83,4
84,0
85,7
86,4
87,4
88,1
89,3
90,5
91,3
92,2
93,4
94,5
95,9
96,5
97,6
98,5
99,8
