0,27
1,20
2,18
3,17
4,12
5,14
6,11
7,16
8,13
9,12
10,12
11,11
12,11
13,11
14,13
15,14
16,13
17,14
18,15
19,21
20,14
21,42
22,24
23,329
24,20
25,15
26,15
27,21
28,18
29,15
30,20
31,21
32,17
33,18
34,21
35,19
36,20
37,17
38,16
39,18
40,15
41,17
42,18
43,22
44,16
45,21
46,17
47,14
48,17
49,16
50,174
51,35
52,30
53,24
54,19
55,20
56,17
57,22
58,18
59,22
60,18
61,21
62,19
63,19
64,17
65,17
66,17
67,17
68,18
69,20
70,19
71,20
72,19
73,20
74,16
75,18
76,20
77,17
78,16
79,17
80,15
81,43
82,38
83,23
84,27
85,22
86,20
87,20
88,19
89,16
90,16
91,20
92,19
93,46
94,28
95,40
96,31
97,24
98,41
99,27
