0,275
1,112
2,110
3,102
4,72
5,91
6,88
7,90
8,87
9,65
10,193
11,87
12,88
13,67
14,87
15,89
16,85
17,88
18,65
19,88
20,90
21,241
22,115
23,109
24,77
25,94
26,91
27,86
28,71
29,89
30,91
31,96
32,95
33,75
34,89
35,243
36,220
37,89
38,69
39,88
40,90
41,89
42,71
43,92
44,91
45,89
46,87
47,65
48,89
49,89
50,86
51,209
52,129
53,90
54,110
55,96
56,102
57,83
58,96
59,89
60,81
61,90
62,68
63,88
64,85
65,85
66,64
67,79
68,86
69,83
70,87
71,70
72,86
73,82
74,80
75,65
76,92
77,83
78,83
79,82
80,66
81,151
82,267
83,129
84,127
85,105
86,90
87,102
88,103
89,108
90,72
91,98
92,96
93,291
94,932
95,145
96,164
97,121
98,290
99,117
