0,7
1,8
2,7
3,7
4,6
5,6
6,7
7,6
8,6
9,6
10,6
11,10
12,8
13,9
14,8
15,9
16,7
17,7
18,9
19,7
20,8
21,29
22,25
23,27
24,19
25,26
26,16
27,20
28,18
29,16
30,17
31,14
32,12
33,11
34,13
35,12
36,11
37,9
38,9
39,9
40,8
41,10
42,11
43,9
44,9
45,9
46,8
47,8
48,7
49,8
50,8
51,40
52,31
53,30
54,22
55,23
56,20
57,17
58,16
59,18
60,21
61,20
62,17
63,15
64,16
65,13
66,17
67,15
68,13
69,16
70,14
71,15
72,16
73,14
74,12
75,12
76,14
77,12
78,10
79,13
80,13
81,42
82,163
83,25
84,25
85,22
86,19
87,24
88,16
89,19
90,18
91,19
92,20
93,51
94,39
95,40
96,30
97,34
98,38
99,32
