0,32
1,32
2,25
3,26
4,19
5,23
6,24
7,240
8,21
9,19
10,24
11,15
12,15
13,15
14,18
15,13
16,16
17,18
18,11
19,14
20,13
21,35
22,25
23,30
24,22
25,23
26,22
27,21
28,19
29,18
30,16
31,18
32,20
33,13
34,18
35,17
36,20
37,16
38,13
39,13
40,16
41,12
42,13
43,13
44,10
45,12
46,14
47,15
48,11
49,13
50,13
51,40
52,32
53,30
54,28
55,28
56,22
57,29
58,24
59,22
60,18
61,20
62,19
63,20
64,20
65,16
66,17
67,20
68,18
69,16
70,17
71,15
72,15
73,14
74,19
75,14
76,14
77,17
78,16
79,15
80,144
81,42
82,32
83,28
84,35
85,29
86,24
87,22
88,26
89,25
90,19
91,22
92,21
93,169
94,34
95,39
96,35
97,31
98,47
99,33
