0,229
1,140
2,168
3,194
4,226
5,381
6,156
7,908
8,153
9,149
10,127
11,144
12,143
13,128
14,128
15,100
16,125
17,117
18,113
19,94
20,110
21,469
22,146
23,137
24,144
25,115
26,126
27,121
28,131
29,118
30,107
31,129
32,120
33,275
34,176
35,134
36,110
37,126
38,110
39,107
40,118
41,86
42,105
43,105
44,109
45,93
46,101
47,105
48,102
49,101
50,86
51,323
52,137
53,133
54,130
55,116
56,114
57,118
58,114
59,116
60,99
61,112
62,111
63,110
64,96
65,101
66,106
67,112
68,103
69,80
70,107
71,93
72,255
73,80
74,100
75,95
76,99
77,103
78,80
79,91
80,93
81,226
82,129
83,134
84,129
85,133
86,123
87,102
88,112
89,112
90,119
91,122
92,100
93,222
94,141
95,232
96,143
97,132
98,204
99,121
